service_id,route_id,trip_id,block_id,sch_arr_time,stop_name,stop_id,stop_seq,direction_name
Saturday ,  594,     618,   16012,14,45   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     618,   16012,14,54   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     618,   16012,14,56   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     618,   16012,15,33   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     618,   16012,15,41   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     618,   16012,15,45   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     618,   16012,15,51   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     617,   16021,13,55   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     617,   16021,14,00   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     617,   16021,14,15   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     617,   16021,14,24   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     617,   16021,14,26   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     617,   16021,15,03   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     617,   16021,15,11   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     617,   16021,15,15   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     617,   16021,15,21   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     642,   16020,11,12   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     642,   16020,11,15   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     642,   16020,11,23   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     642,   16020,11,26   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     642,   16020,11,34   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     642,   16020,12,13   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     642,   16020,12,21   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     642,   16020,12,34   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     642,   16020,12,39   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     641,   16018,10,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     641,   16018,10,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     641,   16018,10,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     641,   16018,10,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     641,   16018,11,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     641,   16018,11,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     641,   16018,11,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     641,   16018,12,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     641,   16018,12,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     612,   16014,11,25   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     612,   16014,11,30   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     612,   16014,11,45   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     612,   16014,11,54   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     612,   16014,11,56   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     612,   16014,12,33   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     612,   16014,12,41   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     612,   16014,12,45   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     612,   16014,12,51   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  578,    6720,   16010,11,43   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  578,    6720,   16010,11,47   ,Stewart/9th,9stew,          2,South
Saturday ,  578,    6720,   16010,11,53   ,2Av/Pike,2pike,          3,South
Saturday ,  578,    6720,   16010,11,59   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  578,    6720,   16010,12,32   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  578,    6720,   16010,12,44   ,,Abrn4,          6,South
Saturday ,  578,    6720,   16010,13,02   ,Sumner Station 2,smsta2,          7,South
Saturday ,  578,    6720,   16010,13,11   ,Puyallup Station - Bay 3,puyst3,          8,South
Saturday ,  594,     610,   16021,10,25   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     610,   16021,10,30   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     610,   16021,10,45   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     610,   16021,10,54   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     610,   16021,10,56   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     610,   16021,11,33   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     610,   16021,11,41   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     610,   16021,11,45   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     610,   16021,11,51   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     606,   16018, 8,30   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     606,   16018, 8,35   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     606,   16018, 8,50   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     606,   16018, 8,57   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     606,   16018, 8,58   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     606,   16018, 9,35   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     606,   16018, 9,43   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     606,   16018, 9,47   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     606,   16018, 9,53   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     608,   16020, 9,25   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     608,   16020, 9,30   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     608,   16020, 9,45   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     608,   16020, 9,54   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     608,   16020, 9,56   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     608,   16020,10,33   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     608,   16020,10,41   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     608,   16020,10,45   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     608,   16020,10,51   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     631,   16021,21,00   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     631,   16021,21,05   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     631,   16021,21,20   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     631,   16021,21,27   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     631,   16021,21,28   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     631,   16021,22,05   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     631,   16021,22,13   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     631,   16021,22,17   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     631,   16021,22,23   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     656,   16018,18,12   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     656,   16018,18,15   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     656,   16018,18,23   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     656,   16018,18,26   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     656,   16018,18,34   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     656,   16018,19,13   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     656,   16018,19,21   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     656,   16018,19,34   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     656,   16018,19,39   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     635,   16002, 7,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     635,   16002, 7,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     635,   16002, 7,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     635,   16002, 7,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     635,   16002, 8,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     635,   16002, 8,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     635,   16002, 8,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     635,   16002, 9,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     635,   16002, 9,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     637,   16015, 8,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     637,   16015, 8,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     637,   16015, 8,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     637,   16015, 8,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     637,   16015, 9,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     637,   16015, 9,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     637,   16015, 9,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     637,   16015,10,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     637,   16015,10,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     603,   16003, 7,00   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     603,   16003, 7,05   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     603,   16003, 7,20   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     603,   16003, 7,27   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     603,   16003, 7,28   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     603,   16003, 8,05   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     603,   16003, 8,13   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     603,   16003, 8,17   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     603,   16003, 8,23   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  578,    6713,   16029,18,01   ,Puyallup Station - Bay 3,puyst3,          1,North
Saturday ,  578,    6713,   16029,18,12   ,Sumner Station 1,smsta,          2,North
Saturday ,  578,    6713,   16029,18,30   ,Auburn Station - Bay 3,Abrn3,          3,North
Saturday ,  578,    6713,   16029,18,45   ,Federal Way TC - Bay 7,FedW7,          4,North
Saturday ,  578,    6713,   16029,19,08   ,4thAv/Univ,4Univ,          5,North
Saturday ,  578,    6713,   16029,19,10   ,4th and Pine St,4pine,          6,North
Saturday ,  578,    6713,   16029,19,14   ,Howell/9th,oliv7,          7,North
Saturday ,  578,    6713,   16029,19,16   ,Eastlake/Stewart,eastst,          8,North
Saturday ,  594,     626,   16014,18,30   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     626,   16014,18,35   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     626,   16014,18,50   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     626,   16014,18,57   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     626,   16014,18,58   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     626,   16014,19,35   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     626,   16014,19,43   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     626,   16014,19,47   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     626,   16014,19,53   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     650,   16011,15,12   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     650,   16011,15,15   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     650,   16011,15,23   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     650,   16011,15,26   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     650,   16011,15,34   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     650,   16011,16,13   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     650,   16011,16,21   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     650,   16011,16,34   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     650,   16011,16,39   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  578,    6718,   16017, 9,43   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  578,    6718,   16017, 9,47   ,Stewart/9th,9stew,          2,South
Saturday ,  578,    6718,   16017, 9,53   ,2Av/Pike,2pike,          3,South
Saturday ,  578,    6718,   16017, 9,58   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  578,    6718,   16017,10,30   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  578,    6718,   16017,10,42   ,,Abrn4,          6,South
Saturday ,  578,    6718,   16017,11,00   ,Sumner Station 2,smsta2,          7,South
Saturday ,  578,    6718,   16017,11,09   ,Puyallup Station - Bay 3,puyst3,          8,South
Saturday ,  594,     602,   16011, 6,30   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     602,   16011, 6,35   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     602,   16011, 6,50   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     602,   16011, 6,57   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     602,   16011, 6,58   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     602,   16011, 7,35   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     602,   16011, 7,43   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     602,   16011, 7,47   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     602,   16011, 7,53   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     600,   16006, 5,00   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     600,   16006, 5,05   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     600,   16006, 5,20   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     600,   16006, 5,27   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     600,   16006, 5,28   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     600,   16006, 6,05   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     600,   16006, 6,13   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     600,   16006, 6,17   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     600,   16006, 6,23   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     653,   16014,16,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     653,   16014,16,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     653,   16014,16,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     653,   16014,16,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     653,   16014,17,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     653,   16014,17,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     653,   16014,17,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     653,   16014,18,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     653,   16014,18,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  574,    6426,   16026,17,21   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6426,   16026,17,32   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6426,   16026,17,45   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6426,   16026,18,00   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6426,   16026,18,07   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6426,   16026,18,11   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6426,   16026,18,22   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6426,   16026,18,27   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6457,   16022,21,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6457,   16022,21,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6457,   16022,21,51   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6457,   16022,21,54   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6457,   16022,22,00   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6457,   16022,22,14   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6457,   16022,22,28   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6457,   16022,22,37   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6435,   16009, 7,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6435,   16009, 7,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6435,   16009, 7,51   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6435,   16009, 7,54   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6435,   16009, 8,00   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6435,   16009, 8,13   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6435,   16009, 8,26   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6435,   16009, 8,35   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6453,   16022,18,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6453,   16022,18,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6453,   16022,18,52   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6453,   16022,18,55   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6453,   16022,19,01   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6453,   16022,19,15   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6453,   16022,19,29   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6453,   16022,19,38   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6411,   16002, 9,38   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6411,   16002, 9,47   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6411,   16002,10,00   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6411,   16002,10,17   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6411,   16002,10,22   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6411,   16002,10,26   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6411,   16002,10,37   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6411,   16002,10,42   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6448,   16026,16,03   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6448,   16026,16,10   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6448,   16026,16,22   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6448,   16026,16,25   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6448,   16026,16,31   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6448,   16026,16,45   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6448,   16026,16,59   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6448,   16026,17,08   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6410,   16008, 8,38   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6410,   16008, 8,48   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6410,   16008, 9,00   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6410,   16008, 9,16   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6410,   16008, 9,21   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6410,   16008, 9,25   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6410,   16008, 9,36   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6410,   16008, 9,41   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6420,   16026,14,21   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6420,   16026,14,32   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6420,   16026,14,45   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6420,   16026,15,00   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6420,   16026,15,07   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6420,   16026,15,11   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6420,   16026,15,22   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6420,   16026,15,27   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,  574,    6414,   16026,11,21   ,Lakewood Mall TC Zone M,lmtcM,          1,North
Saturday ,  574,    6414,   16026,11,32   ,SR512 P&R Zone F,sr512F,          2,North
Saturday ,  574,    6414,   16026,11,45   ,Tacoma Dome Station Zone A,tdsA,          3,North
Saturday ,  574,    6414,   16026,12,00   ,Federal Way TC - Bay 8,Fdwprd,          4,North
Saturday ,  574,    6414,   16026,12,07   ,Star Lake Fwy Station NB,starlk,          5,North
Saturday ,  574,    6414,   16026,12,11   ,Kent/DesMoines Fwy Station,kendem,          6,North
Saturday ,  574,    6414,   16026,12,22   ,ST Link Station - SeaTac,StLink,          7,North
Saturday ,  574,    6414,   16026,12,27   ,SeaTac Airport Terminal Bay,seatac,          8,North
Saturday ,,   98045,   16000, 3,13   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98045,   16000, 3,53   ,Lakewood Mall TC Zone M,lmtcM,          2,
Saturday ,,   98091,   16020,10,51   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98091,   16020,10,55   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98092,   16020,11,07   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98092,   16020,11,12   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98081,   16016,17,07   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98081,   16016,17,12   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98093,   16020,14,21   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98093,   16020,14,25   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98046,   16000, 5,08   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98046,   16000, 5,34   ,Federal Way TC - Bay 7,FedW7,          2,
Saturday ,,   98075,   16001, 7,35   ,Lakewood Mall TC Zone M,lmtcM,          1,
Saturday ,,   98075,   16001, 7,44   ,Lakewood Station,lkts,          2,
Saturday ,,   98055,   16009,12,06   ,Federal Way TC - Bay 2,Fedwy,          1,
Saturday ,,   98055,   16009,12,09   ,Federal Way TC - Bay 7,FedW7,          2,
Saturday ,,   98083,   16016,21,09   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98083,   16016,21,12   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98090,   16002, 7,39   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98090,   16002, 7,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98052,   16003,10,06   ,Federal Way TC - Bay 2,Fedwy,          1,
Saturday ,,   98052,   16003,10,09   ,Federal Way TC - Bay 7,FedW7,          2,
Saturday ,,   98064,   16008,18,07   ,Federal Way TC - Bay 2,Fedwy,          1,
Saturday ,,   98064,   16008,18,10   ,Federal Way TC - Bay 7,FedW7,          2,
Saturday ,,   98067,   16011,20,00   ,Federal Way TC - Bay 2,Fedwy,          1,
Saturday ,,   98067,   16011,20,03   ,Federal Way TC - Bay 7,FedW7,          2,
Saturday ,,   98079,   16016,13,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98079,   16016,13,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98086,   16002, 4,08   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98086,   16002, 4,17   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98072,   16001, 3,38   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98072,   16001, 4,18   ,Lakewood Mall TC Zone M,lmtcM,          2,
Saturday ,,   98080,   16016,16,51   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98080,   16016,16,55   ,Eastlake/Thomas,easlk,          2,
Saturday ,  594,     630,   16020,20,30   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     630,   16020,20,35   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     630,   16020,20,50   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     630,   16020,20,57   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     630,   16020,20,58   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     630,   16020,21,35   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     630,   16020,21,43   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     630,   16020,21,47   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     630,   16020,21,53   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     611,   16000,10,55   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     611,   16000,11,00   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     611,   16000,11,15   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     611,   16000,11,24   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     611,   16000,11,26   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     611,   16000,12,03   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     611,   16000,12,11   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     611,   16000,12,15   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     611,   16000,12,21   ,Eastlake/Stewart,eastst,          9,North
Saturday ,,   98049,   16000, 8,06   ,Federal Way TC - Bay 2,Fedwy,          1,
Saturday ,,   98049,   16000, 8,09   ,Federal Way TC - Bay 7,FedW7,          2,
Saturday ,,   98047,   16000, 6,48   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98047,   16000, 6,52   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98048,   16000, 7,09   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98048,   16000, 7,13   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98059,   16000,14,48   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98059,   16000,14,52   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98060,   16000,15,07   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98060,   16000,15,13   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98061,   16000,16,03   ,Federal Way TC - Bay 2,Fedwy,          1,
