service_id,route_id,trip_id,block_id,sch_arr_time,stop_name,stop_id,stop_seq,direction_name
Saturday ,  594,     640,   16001,11,13   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     640,   16001,11,21   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     640,   16001,11,34   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     640,   16001,11,39   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     660,   16028,20,12   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     660,   16028,20,15   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     660,   16028,20,23   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     660,   16028,20,26   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     660,   16028,20,34   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     660,   16028,21,13   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     660,   16028,21,21   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     660,   16028,21,34   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     660,   16028,21,39   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     664,   16018,22,12   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     664,   16018,22,15   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     664,   16018,22,23   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     664,   16018,22,26   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     664,   16018,22,34   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     664,   16018,23,13   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     664,   16018,23,21   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     664,   16018,23,34   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     664,   16018,23,39   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     627,   16016,19,00   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     627,   16016,19,05   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     627,   16016,19,20   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     627,   16016,19,27   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     627,   16016,19,28   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     627,   16016,20,05   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     627,   16016,20,13   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     627,   16016,20,17   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     627,   16016,20,23   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  594,     652,   16012,16,12   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     652,   16012,16,15   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     652,   16012,16,23   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     652,   16012,16,26   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     652,   16012,16,34   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     652,   16012,17,13   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     652,   16012,17,21   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     652,   16012,17,34   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     652,   16012,17,39   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     658,   16021,19,12   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     658,   16021,19,15   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     658,   16021,19,23   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     658,   16021,19,26   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     658,   16021,19,34   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     658,   16021,20,13   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     658,   16021,20,21   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     658,   16021,20,34   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     658,   16021,20,39   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     649,   16020,14,42   ,Stewart and Yale,stwyal,          1,South
Saturday ,  594,     649,   16020,14,45   ,Stewart/9th,9stew,          2,South
Saturday ,  594,     649,   16020,14,53   ,2nd/Seneca,2Sen,          3,South
Saturday ,  594,     649,   16020,14,56   ,2AvExt/Yesler,2ext,          4,South
Saturday ,  594,     649,   16020,15,04   ,Busway / Spokane,sbus,          5,South
Saturday ,  594,     649,   16020,15,43   ,Tacoma Dome Station Zone E,tdsE,          6,South
Saturday ,  594,     649,   16020,15,51   ,CmsS Zone G,10cmG,          7,South
Saturday ,  594,     649,   16020,16,04   ,SR512 P&R Zone I,sr512I,          8,South
Saturday ,  594,     649,   16020,16,09   ,Lakewood Station 4,lkts4,          9,South
Saturday ,  594,     628,   16006,19,30   ,Lakewood Station,lkts,          1,North
Saturday ,  594,     628,   16006,19,35   ,SR512 P&R Zone J,sr512J,          2,North
Saturday ,  594,     628,   16006,19,50   ,CmsS Zone D,10cmD,          3,North
Saturday ,  594,     628,   16006,19,57   ,Tacoma Dome Station Zone B,tdsB,          4,North
Saturday ,  594,     628,   16006,19,58   ,Tacoma Dome Station Zone B,tdsB,          5,North
Saturday ,  594,     628,   16006,20,35   ,Busway / Spokane,sbus,          6,North
Saturday ,  594,     628,   16006,20,43   ,4thAv/Jacksn,4jack,          7,North
Saturday ,  594,     628,   16006,20,47   ,4th and Pine St,4pine,          8,North
Saturday ,  594,     628,   16006,20,53   ,Eastlake/Stewart,eastst,          9,North
Saturday ,  577,    6655,   16023,18,13   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  577,    6655,   16023,18,17   ,Stewart/9th,9stew,          2,South
Saturday ,  577,    6655,   16023,18,23   ,2Av/Pike,2pike,          3,South
Saturday ,  577,    6655,   16023,18,29   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  577,    6655,   16023,19,00   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  577,    6625,   16008,18,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,    6625,   16008,18,39   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,    6625,   16008,18,41   ,4th and Pine St,4pine,          3,North
Saturday ,  577,    6625,   16008,18,45   ,Howell/9th,oliv7,          4,North
Saturday ,  577,    6625,   16008,18,47   ,Eastlake/Stewart,eastst,          5,North
Saturday ,  577,    6613,   16009,12,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,    6613,   16009,12,40   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,    6613,   16009,12,42   ,4th and Pine St,4pine,          3,North
Saturday ,  577,    6613,   16009,12,46   ,Howell/9th,oliv7,          4,North
Saturday ,  577,    6613,   16009,12,48   ,Eastlake/Stewart,eastst,          5,North
Saturday ,  577,    6639,   16006,10,13   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  577,    6639,   16006,10,17   ,Stewart/9th,9stew,          2,South
Saturday ,  577,    6639,   16006,10,23   ,2Av/Pike,2pike,          3,South
Saturday ,  577,    6639,   16006,10,28   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  577,    6639,   16006,11,06   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  577,    6631,   16012,21,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,    6631,   16012,21,39   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,    6631,   16012,21,41   ,4th and Pine St,4pine,          3,North
Saturday ,  577,    6631,   16012,21,45   ,Howell/9th,oliv7,          4,North
Saturday ,  577,    6631,   16012,21,47   ,Eastlake/Stewart,eastst,          5,North
Saturday ,  577,    6617,   16000,14,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,    6617,   16000,14,40   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,    6617,   16000,14,42   ,4th and Pine St,4pine,          3,North
Saturday ,  577,    6617,   16000,14,46   ,Howell/9th,oliv7,          4,North
Saturday ,  577,    6617,   16000,14,48   ,Eastlake/Stewart,eastst,          5,North
Saturday ,  577,    6651,   16023,16,13   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  577,    6651,   16023,16,17   ,Stewart/9th,9stew,          2,South
Saturday ,  577,    6651,   16023,16,23   ,2Av/Pike,2pike,          3,South
Saturday ,  577,    6651,   16023,16,32   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  577,    6651,   16023,17,08   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  577,    6659,   16012,20,13   ,Fairview Ave and Thomas St,fvthom,          1,South
Saturday ,  577,    6659,   16012,20,17   ,Stewart/9th,9stew,          2,South
Saturday ,  577,    6659,   16012,20,23   ,2Av/Pike,2pike,          3,South
Saturday ,  577,    6659,   16012,20,29   ,2AvExt/Jackson,2jack,          4,South
Saturday ,  577,    6659,   16012,21,00   ,Federal Way TC - Bay 2,Fedwy,          5,South
Saturday ,  577,    6605,   16000, 8,15   ,Federal Way TC - Bay 7,FedW7,          1,North
Saturday ,  577,    6605,   16000, 8,40   ,4thAv/Univ,4Univ,          2,North
Saturday ,  577,    6605,   16000, 8,42   ,4th and Pine St,4pine,          3,North
Saturday ,  577,    6605,   16000, 8,46   ,Howell/9th,oliv7,          4,North
Saturday ,  577,    6605,   16000, 8,48   ,Eastlake/Stewart,eastst,          5,North
Saturday ,,   99105,   16018,22,09   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   99105,   16018,22,12   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98990,   16022,10,24   ,Base,g,          1,
Saturday ,,   98990,   16022,10,38   ,Lakewood Mall TC Zone M,lmtcM,          2,
Saturday ,,   99087,   16028,25,09   ,Lakewood Station 4,lkts4,          1,
Saturday ,,   99087,   16028,25,17   ,Base,g,          2,
Saturday ,,   98971,   16004,16,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98971,   16004,17,17   ,Base,g,          2,
Saturday ,,   98857,   16011, 6,18   ,Base,g,          1,
Saturday ,,   98857,   16011, 6,30   ,Lakewood Station,lkts,          2,
Saturday ,,   98999,   16000,13,07   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98999,   16000,13,13   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   99122,   16036,16,52   ,Base,g,          1,
Saturday ,,   99122,   16036,18,04   ,25th/Barton,25Bart,          2,
Saturday ,,   98998,   16000,12,21   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98998,   16000,12,25   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98837,   16008, 6,39   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98837,   16008, 6,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   99113,   16020,24,09   ,Lakewood Station 4,lkts4,          1,
Saturday ,,   99113,   16020,24,17   ,Base,g,          2,
Saturday ,,   99102,   16018,17,21   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   99102,   16018,17,25   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   99001,   16000,17,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   99001,   16000,17,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98820,   16003, 8,23   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98820,   16003, 8,27   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   99011,   16027,11,50   ,Base,g,          1,
Saturday ,,   99011,   16027,13,02   ,25th/Barton,25Bart,          2,
Saturday ,,   98829,   16006, 6,23   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98829,   16006, 6,53   ,Federal Way TC - Bay 7,FedW7,          2,
Saturday ,,   99040,   16006,19,08   ,Lakewood Mall TC Zone M,lmtcM,          1,
Saturday ,,   99040,   16006,19,17   ,Lakewood Station,lkts,          2,
Saturday ,,   99106,   16018,23,39   ,Lakewood Station 4,lkts4,          1,
Saturday ,,   99106,   16018,23,47   ,Base,g,          2,
Saturday ,,   98836,   16007,12,00   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98836,   16007,13,12   ,Base,g,          2,
Saturday ,,   99101,   16015,24,37   ,Lakewood Mall TC Zone M,lmtcM,          1,
Saturday ,,   99101,   16015,24,47   ,Base,g,          2,
Saturday ,,   99002,   16000,19,09   ,Lakewood Station 4,lkts4,          1,
Saturday ,,   99002,   16000,19,21   ,Base,g,          2,
Saturday ,,   99003,   16025,10,51   ,Base,g,          1,
Saturday ,,   99003,   16025,12,03   ,25th/Barton,25Bart,          2,
Saturday ,,   99096,   16032,18,55   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   99096,   16032,19,25   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98830,   16006,11,06   ,Federal Way TC - Bay 2,Fedwy,          1,
Saturday ,,   98830,   16006,11,09   ,Federal Way TC - Bay 7,FedW7,          2,
Saturday ,,   99012,   16027,20,02   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   99012,   16027,21,04   ,Base,g,          2,
Saturday ,,   98991,   16023,10,25   ,Base,g,          1,
Saturday ,,   98991,   16023,11,15   ,Federal Way TC - Bay 7,FedW7,          2,
Saturday ,,   99076,   16008,15,57   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   99076,   16008,16,08   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98817,   16002, 9,09   ,Lakewood Station 4,lkts4,          1,
Saturday ,,   98817,   16002, 9,21   ,Lakewood Mall TC Zone M,lmtcM,          2,
Saturday ,,   99066,   16012,20,09   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   99066,   16012,20,13   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98966,   16020, 9,13   ,Base,g,          1,
Saturday ,,   98966,   16020, 9,25   ,Lakewood Station,lkts,          2,
Saturday ,,   98900,   16017, 7,33   ,Base,g,          1,
Saturday ,,   98900,   16017, 8,01   ,Puyallup Station - Bay 3,puyst3,          2,
Saturday ,,   98845,   16010, 5,33   ,Base,g,          1,
Saturday ,,   98845,   16010, 6,01   ,Puyallup Station - Bay 3,puyst3,          2,
Saturday ,,   98828,   16006, 4,48   ,Base,g,          1,
Saturday ,,   98828,   16006, 5,00   ,Lakewood Station,lkts,          2,
Saturday ,,   99079,   16008,19,06   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   99079,   16008,19,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98888,   16015, 7,24   ,Base,g,          1,
Saturday ,,   98888,   16015, 8,39   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   99050,   16029,19,39   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   99050,   16029,19,43   ,Fairview Ave and Thomas St,fvthom,          2,
Saturday ,,   98839,   16008, 8,09   ,Lakewood Station 4,lkts4,          1,
Saturday ,,   98839,   16008, 8,21   ,Lakewood Mall TC Zone M,lmtcM,          2,
Saturday ,,   98992,   16023,19,00   ,Federal Way TC - Bay 2,Fedwy,          1,
Saturday ,,   98992,   16023,19,32   ,Base,g,          2,
Saturday ,,   98147,   16036,22,44   ,,110NE3,          1,
Saturday ,,   98147,   16036,22,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   98094,   16020,14,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98094,   16020,14,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98114,   16004, 6,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98114,   16004, 6,20   ,,110NE3,          2,
Saturday ,,   98134,   16005, 8,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98134,   16005, 8,20   ,,110NE3,          2,
Saturday ,,   98108,   16021,18,51   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98108,   16021,18,55   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98152,   16018, 9,53   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98152,   16018, 9,57   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98153,   16018,10,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98153,   16018,10,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98105,   16021,12,07   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98105,   16021,12,12   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98104,   16021,11,51   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98104,   16021,11,55   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98100,   16003, 5,26   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98100,   16003, 5,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98115,   16004, 6,44   ,,110NE3,          1,
Saturday ,,   98115,   16004, 6,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   98122,   16004,14,06   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98122,   16004,14,09   ,25th/Barton,25Bart,          2,
Saturday ,,   98116,   16004, 7,51   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98116,   16004, 7,54   ,25th/Barton,25Bart,          2,
Saturday ,,   98118,   16004, 9,44   ,,110NE3,          1,
Saturday ,,   98118,   16004, 9,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   98119,   16004,10,55   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98119,   16004,10,58   ,25th/Barton,25Bart,          2,
Saturday ,,   98106,   16021,15,21   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98106,   16021,15,25   ,Eastlake/Thomas,easlk,          2,
Saturday ,,   98121,   16004,12,44   ,,110NE3,          1,
Saturday ,,   98121,   16004,12,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   98126,   16033,20,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98126,   16033,20,20   ,,110NE3,          2,
Saturday ,,   98120,   16004,12,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98120,   16004,12,20   ,,110NE3,          2,
Saturday ,,   98127,   16033,20,44   ,,110NE3,          1,
Saturday ,,   98127,   16033,20,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   98128,   16033,21,57   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98128,   16033,22,00   ,25th/Barton,25Bart,          2,
Saturday ,,   98133,   16005, 6,49   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98133,   16005, 6,52   ,25th/Barton,25Bart,          2,
Saturday ,,   98139,   16024,13,04   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98139,   16024,13,07   ,25th/Barton,25Bart,          2,
Saturday ,,   98140,   16024,15,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98140,   16024,15,20   ,,110NE3,          2,
Saturday ,,   98141,   16024,15,44   ,,110NE3,          1,
Saturday ,,   98141,   16024,15,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   98101,   16003, 6,33   ,Lakewood Mall TC Zone M,lmtcM,          1,
Saturday ,,   98101,   16003, 6,42   ,Lakewood Station,lkts,          2,
Saturday ,,   98143,   16036,19,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98143,   16036,19,20   ,,110NE3,          2,
Saturday ,,   98109,   16021,19,09   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98109,   16021,19,12   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98136,   16005, 9,53   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98136,   16005, 9,56   ,25th/Barton,25Bart,          2,
Saturday ,,   98145,   16036,20,58   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98145,   16036,21,01   ,25th/Barton,25Bart,          2,
Saturday ,,   98099,   16003, 4,38   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98099,   16003, 4,47   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98146,   16036,22,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98146,   16036,22,20   ,,110NE3,          2,
Saturday ,,   98107,   16021,15,37   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98107,   16021,15,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98135,   16005, 8,44   ,,110NE3,          1,
Saturday ,,   98135,   16005, 8,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   98117,   16004, 9,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98117,   16004, 9,20   ,,110NE3,          2,
Saturday ,,   98144,   16036,19,44   ,,110NE3,          1,
Saturday ,,   98144,   16036,19,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   98125,   16033,18,07   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98125,   16033,18,10   ,25th/Barton,25Bart,          2,
Saturday ,,   98844,   16009,12,48   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98844,   16009,14,16   ,Base,g,          2,
Saturday ,,   98819,   16003, 3,28   ,Base,g,          1,
Saturday ,,   98819,   16003, 3,38   ,Lakewood Mall TC Zone M,lmtcM,          2,
Saturday ,,   98797,   16025,13,44   ,,110NE3,          1,
Saturday ,,   98797,   16025,13,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   98785,   16022,15,26   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98785,   16022,15,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98826,   16005, 4,45   ,Base,g,          1,
Saturday ,,   98826,   16005, 5,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   98754,   16015,23,27   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98754,   16015,23,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98784,   16022,14,57   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98784,   16022,15,08   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98798,   16025,15,10   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98798,   16025,15,13   ,25th/Barton,25Bart,          2,
Saturday ,,   98804,   16035,22,58   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98804,   16035,23,01   ,25th/Barton,25Bart,          2,
Saturday ,,   98801,   16035,19,03   ,Westwood Village Bay 2,26Bart,          1,
Saturday ,,   98801,   16035,19,06   ,25th/Barton,25Bart,          2,
Saturday ,,   99099,   16033,15,38   ,Base,g,          1,
Saturday ,,   99099,   16033,16,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   99047,   16011,22,00   ,Federal Way TC - Bay 2,Fedwy,          1,
Saturday ,,   99047,   16011,22,32   ,Base,g,          2,
Saturday ,,   98815,   16001,11,39   ,Lakewood Station 4,lkts4,          1,
Saturday ,,   98815,   16001,11,51   ,Base,g,          2,
Saturday ,,   98796,   16025,13,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98796,   16025,13,20   ,,110NE3,          2,
Saturday ,,   98787,   16022,18,26   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98787,   16022,18,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98802,   16035,21,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98802,   16035,21,20   ,,110NE3,          2,
Saturday ,,   98818,   16002,10,42   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98818,   16002,11,49   ,Base,g,          2,
Saturday ,,   98753,   16015,22,56   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98753,   16015,23,04   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98788,   16022,20,56   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98788,   16022,21,05   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98822,   16003,10,48   ,Eastlake/Stewart,eastst,          1,
Saturday ,,   98822,   16003,12,16   ,Base,g,          2,
Saturday ,,   98790,   16022,23,56   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98790,   16022,24,04   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98803,   16035,21,44   ,,110NE3,          1,
Saturday ,,   98803,   16035,21,47   ,Bellevue TC - Bay 6,Belv6,          2,
Saturday ,,   98827,   16005,11,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   98827,   16005,12,17   ,Base,g,          2,
Saturday ,,   99097,   16032,19,39   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   99097,   16032,19,42   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98782,   16022,11,44   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98782,   16022,11,55   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98786,   16022,17,57   ,SeaTac Airport Terminal Bay,seatac,          1,
Saturday ,,   98786,   16022,18,08   ,Seatac Airport Layover,stac,          2,
Saturday ,,   98813,   16000, 9,09   ,Eastlake/Thomas,easlk,          1,
Saturday ,,   98813,   16000, 9,12   ,Stewart and Yale,stwyal,          2,
Saturday ,,   98831,   16006,11,37   ,Federal Way TC - Bay 7,FedW7,          1,
Saturday ,,   98831,   16006,12,03   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   99098,   16032,24,39   ,Lakewood Station 4,lkts4,          1,
Saturday ,,   99098,   16032,24,47   ,Base,g,          2,
Saturday ,,   99006,   16026,20,07   ,Lakewood Mall TC Zone M,lmtcM,          1,
Saturday ,,   99006,   16026,20,19   ,Base,g,          2,
Saturday ,,   98789,   16022,21,26   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98789,   16022,21,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98835,   16007, 5,10   ,Base,g,          1,
Saturday ,,   98835,   16007, 6,15   ,25th/Barton,25Bart,          2,
Saturday ,,   98783,   16022,12,26   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98783,   16022,12,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   98841,   16009, 5,26   ,Base,g,          1,
Saturday ,,   98841,   16009, 5,38   ,Lakewood Mall TC Zone M,lmtcM,          2,
Saturday ,,   99120,   16035,24,17   ,Bellevue TC - Bay 7,Belv7,          1,
Saturday ,,   99120,   16035,25,08   ,Base,g,          2,
Saturday ,,   98791,   16022,24,27   ,Seatac Airport Layover,stac,          1,
Saturday ,,   98791,   16022,24,33   ,ST Link Station - SeaTac,StLink,          2,
Saturday ,,   99067,   16012,23,00   ,Federal Way TC - Bay 2,Fedwy,          1,
Saturday ,,   99067,   16012,23,25   ,Base,g,          2,
Saturday ,  574,    6443,   16008,13,33   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6443,   16008,13,40   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6443,   16008,13,52   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6443,   16008,13,55   ,Star Lake Fwy Station SB,starl2,          4,South
Saturday ,  574,    6443,   16008,14,01   ,Federal Way TC - Bay 5,FedW5,          5,South
Saturday ,  574,    6443,   16008,14,15   ,Tacoma Dome Zone H,tdsH,          6,South
Saturday ,  574,    6443,   16008,14,29   ,SR512 P&R Zone H,sr512H,          7,South
Saturday ,  574,    6443,   16008,14,38   ,Lakewood Mall TC Zone M,lmtcM,          8,South
Saturday ,  574,    6450,   16028,17,03   ,ST Link Station - SeaTac,StLink,          1,South
Saturday ,  574,    6450,   16028,17,10   ,SeaTac Airport Terminal Bay,seatac,          2,South
Saturday ,  574,    6450,   16028,17,22   ,Kent/DesMoines Fwy Station,kende2,          3,South
Saturday ,  574,    6450,   16028,17,25   ,Star Lake Fwy Station SB,starl2,          4,South
